Entity ID,Entity_Name,Plant ID,Plant Name,Sector,Plant State,Generator ID,Unit Code,Nameplate_Capacity,Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Operating Month,Operating_Year,Retirement Month,County,Retirement_Year,Latitude,Longitude,Balancing Authority Code
772,Archer Daniels Midland Co,10860,Archer Daniels Midland Clinton,Industrial CHP,IA,GEN3,,9.4,9.4,9.4,Conventional Steam Coal,BIT,ST,1,1965,10,Clinton,2008,41.8206,-90.2097,MISO
772,Archer Daniels Midland Co,10860,Archer Daniels Midland Clinton,Industrial CHP,IA,GEN4,,4,4,4,Conventional Steam Coal,BIT,ST,1,1974,10,Clinton,2008,41.8206,-90.2097,MISO
772,Archer Daniels Midland Co,10860,Archer Daniels Midland Clinton,Industrial CHP,IA,GEN5,,7,7,7,Conventional Steam Coal,BIT,ST,4,1991,10,Clinton,2008,41.8206,-90.2097,MISO
4254,Consumers Energy Co,1723,J R Whiting,Electric Utility,MI,1,,106.3,102,102,Conventional Steam Coal,SUB,ST,7,1952,4,Monroe,2016,41.792114,-83.44948,MISO
4254,Consumers Energy Co,1723,J R Whiting,Electric Utility,MI,2,,106.3,95,100,Conventional Steam Coal,SUB,ST,12,1952,4,Monroe,2016,41.792114,-83.44948,MISO
4254,Consumers Energy Co,1723,J R Whiting,Electric Utility,MI,3,,132.8,122,124,Conventional Steam Coal,SUB,ST,11,1953,4,Monroe,2016,41.792114,-83.44948,MISO
4222,Ingredion Inc - Illinois,54556,Ingredion Incorporated,Industrial CHP,IL,TGO1,,22.5,21.1,21.2,Conventional Steam Coal,BIT,ST,5,1991, ,Cook,2050,41.7775,-87.8233,PJM
4222,Ingredion Inc - Illinois,54556,Ingredion Incorporated,Industrial CHP,IL,TGO2,,22.5,21.1,21.2,Conventional Steam Coal,BIT,ST,5,1991, ,Cook,2050,41.7775,-87.8233,PJM
14354,PacifiCorp,4162,Naughton,Electric Utility,WY,1,,192,156,156,Conventional Steam Coal,SUB,ST,5,1963, ,Lincoln,2050,41.7581,-110.5983,PACE
14354,PacifiCorp,4162,Naughton,Electric Utility,WY,2,,256,201,201,Conventional Steam Coal,SUB,ST,10,1968, ,Lincoln,2050,41.7581,-110.5983,PACE
14354,PacifiCorp,4162,Naughton,Electric Utility,WY,3,,384,330,330,Conventional Steam Coal,SUB,ST,10,1971, ,Lincoln,2050,41.7581,-110.5983,PACE
29878,Somerset Power LLC,1613,Somerset Station,IPP Non-CHP,MA,6,,100,109.1,108.5,Conventional Steam Coal,BIT,ST,7,1959,1,Bristol,2011,41.737864,-71.14546,
14354,PacifiCorp,8066,Jim Bridger,Electric Utility,WY,1,,608.3,531,531,Conventional Steam Coal,SUB,ST,11,1974, ,Sweetwater,2050,41.7378,-108.7875,PACE
14354,PacifiCorp,8066,Jim Bridger,Electric Utility,WY,2,,617,527,527,Conventional Steam Coal,SUB,ST,12,1975, ,Sweetwater,2050,41.7378,-108.7875,PACE
14354,PacifiCorp,8066,Jim Bridger,Electric Utility,WY,3,,608.3,523,523,Conventional Steam Coal,SUB,ST,9,1976, ,Sweetwater,2050,41.7378,-108.7875,PACE
14354,PacifiCorp,8066,Jim Bridger,Electric Utility,WY,4,,608.3,530,530,Conventional Steam Coal,SUB,ST,11,1979, ,Sweetwater,2050,41.7378,-108.7875,PACE
14381,City of Painesville,2936,Painesville,Electric Utility,OH,ST2,,7.5,7,7,Conventional Steam Coal,BIT,ST,1,1949, ,Lake,2050,41.7265,-81.254,PJM
14381,City of Painesville,2936,Painesville,Electric Utility,OH,3,,7.5,7,7,Conventional Steam Coal,BIT,ST,1,1953, ,Lake,2050,41.7265,-81.254,PJM
14381,City of Painesville,2936,Painesville,Electric Utility,OH,5,,16.5,15.5,15.5,Conventional Steam Coal,BIT,ST,1,1965, ,Lake,2050,41.7265,-81.254,PJM
14381,City of Painesville,2936,Painesville,Electric Utility,OH,7,,22,17.5,17.5,Conventional Steam Coal,BIT,ST,2,1990, ,Lake,2050,41.7265,-81.254,PJM
13756,Northern Indiana Pub Serv Co,997,Michigan City,Electric Utility,IN,12,,540,469,469,Conventional Steam Coal,SUB,ST,5,1974, ,LaPorte,2050,41.7208,-86.9086,MISO
58534,Brayton Point Energy LLC,1619,Brayton Point,IPP Non-CHP,MA,1,,241,225.2,233.2,Conventional Steam Coal,BIT,ST,8,1963,6,Bristol,2017,41.7103,-71.1931,ISNE
58534,Brayton Point Energy LLC,1619,Brayton Point,IPP Non-CHP,MA,2,,241,237.8,236.9,Conventional Steam Coal,BIT,ST,7,1964,6,Bristol,2017,41.7103,-71.1931,ISNE
58534,Brayton Point Energy LLC,1619,Brayton Point,IPP Non-CHP,MA,3,,642.6,575,584.9,Conventional Steam Coal,BIT,ST,8,1969,6,Bristol,2017,41.7103,-71.1931,ISNE
19564,University of Notre Dame,50366,University of Notre Dame,Commercial CHP,IN,GEN5,,2,2,2,Conventional Steam Coal,BIT,ST,9,1956, ,St Joseph,2050,41.7094,-86.2367,PJM
19564,University of Notre Dame,50366,University of Notre Dame,Commercial CHP,IN,GEN6,,5,5,5,Conventional Steam Coal,BIT,ST,2,1967, ,St Joseph,2050,41.7094,-86.2367,PJM
19564,University of Notre Dame,50366,University of Notre Dame,Commercial CHP,IN,GEN7,,9.4,9.4,9.4,Conventional Steam Coal,BIT,ST,3,2000, ,St Joseph,2050,41.7094,-86.2367,PJM
18041,State Line Energy LLC,981,State Line Energy,IPP Non-CHP,IN,3,G361,124.9,124.9,124.9,Conventional Steam Coal,SUB,ST,12,1955,3,Lake,2012,41.7072,-87.5217,
18041,State Line Energy LLC,981,State Line Energy,IPP Non-CHP,IN,3A,G361,100, , ,Conventional Steam Coal,SUB,ST,12,1955,3,Lake,2012,41.7072,-87.5217,
18041,State Line Energy LLC,981,State Line Energy,IPP Non-CHP,IN,4,G362,209.4,209.4,209.4,Conventional Steam Coal,SUB,ST,5,1962,3,Lake,2012,41.7072,-87.5217,
18041,State Line Energy LLC,981,State Line Energy,IPP Non-CHP,IN,4A,G362,179.5, , ,Conventional Steam Coal,SUB,ST,5,1962,3,Lake,2012,41.7072,-87.5217,
6526,FirstEnergy Generation Corp,2878,FirstEnergy Bay Shore,IPP Non-CHP,OH,2,,140.6,138,138,Conventional Steam Coal,SUB,ST,2,1959,9,Lucas,2012,41.6917,-83.4378,PJM
6526,FirstEnergy Generation Corp,2878,FirstEnergy Bay Shore,IPP Non-CHP,OH,3,,140.6,142,142,Conventional Steam Coal,SUB,ST,5,1963,9,Lucas,2012,41.6917,-83.4378,PJM
6526,FirstEnergy Generation Corp,2878,FirstEnergy Bay Shore,IPP Non-CHP,OH,4,,217.6,215,215,Conventional Steam Coal,SUB,ST,6,1968,9,Lucas,2012,41.6917,-83.4378,PJM
6526,FirstEnergy Generation Corp,2837,FirstEnergy Eastlake,IPP Non-CHP,OH,4,,208,240,240,Conventional Steam Coal,SUB,ST,3,1956,9,Lake,2012,41.6711,-81.4425,PJM
6526,FirstEnergy Generation Corp,2837,FirstEnergy Eastlake,IPP Non-CHP,OH,5,,680,597,597,Conventional Steam Coal,BIT,ST,9,1972,9,Lake,2012,41.6711,-81.4425,PJM
6526,FirstEnergy Generation Corp,2837,FirstEnergy Eastlake,IPP Non-CHP,OH,1,,123,132,132,Conventional Steam Coal,SUB,ST,9,1953,4,Lake,2015,41.6711,-81.4425,PJM
6526,FirstEnergy Generation Corp,2837,FirstEnergy Eastlake,IPP Non-CHP,OH,2,,123,132,132,Conventional Steam Coal,SUB,ST,12,1953,4,Lake,2015,41.6711,-81.4425,PJM
6526,FirstEnergy Generation Corp,2837,FirstEnergy Eastlake,IPP Non-CHP,OH,3,,123,132,132,Conventional Steam Coal,SUB,ST,8,1954,4,Lake,2015,41.6711,-81.4425,PJM
19539,University of Iowa,54775,University of Iowa Main Power Plant,Commercial CHP,IA,GEN1,,3,3,3,Conventional Steam Coal,BIT,ST,1,1947, ,Johnson,2050,41.6572,-91.54,MISO
19539,University of Iowa,54775,University of Iowa Main Power Plant,Commercial CHP,IA,GEN2,,3,3,3,Conventional Steam Coal,BIT,ST,1,1956, ,Johnson,2050,41.6572,-91.54,MISO
19539,University of Iowa,54775,University of Iowa Main Power Plant,Commercial CHP,IA,GEN6,,15,15,15,Conventional Steam Coal,BIT,ST,1,1974, ,Johnson,2050,41.6572,-91.54,MISO
13756,Northern Indiana Pub Serv Co,995,Bailly,Electric Utility,IN,7,,190.4,160,160,Conventional Steam Coal,BIT,ST,11,1962,6,Porter,2018,41.645,-87.1225,MISO
13756,Northern Indiana Pub Serv Co,995,Bailly,Electric Utility,IN,8,,413.1,320,320,Conventional Steam Coal,BIT,ST,7,1968,6,Porter,2018,41.645,-87.1225,MISO
13756,Northern Indiana Pub Serv Co,996,Dean H Mitchell,Electric Utility,IN,5,,128,125,125,Conventional Steam Coal,SUB,ST,5,1959,9,Lake,2010,41.6392,-87.4069,MISO
13756,Northern Indiana Pub Serv Co,996,Dean H Mitchell,Electric Utility,IN,6,,128,125,125,Conventional Steam Coal,SUB,ST,9,1959,9,Lake,2010,41.6392,-87.4069,MISO
13756,Northern Indiana Pub Serv Co,996,Dean H Mitchell,Electric Utility,IN,11,,127.5,110,110,Conventional Steam Coal,SUB,ST,5,1970,9,Lake,2010,41.6392,-87.4069,MISO
12384,Midwest Generations EME LLC,884,Will County,IPP Non-CHP,IL,1,,187.5,151,156,Conventional Steam Coal,SUB,ST,7,1955,12,Will,2010,41.6334,-88.0629,PJM
12384,Midwest Generations EME LLC,884,Will County,IPP Non-CHP,IL,2,,183.7,148,154,Conventional Steam Coal,SUB,ST,3,1955,12,Will,2010,41.6334,-88.0629,PJM
12384,Midwest Generations EME LLC,884,Will County,IPP Non-CHP,IL,3,,299.2,251,262,Conventional Steam Coal,SUB,ST,6,1957,4,Will,2015,41.6334,-88.0629,PJM
12384,Midwest Generations EME LLC,884,Will County,IPP Non-CHP,IL,4,,598.4,510,520,Conventional Steam Coal,SUB,ST,6,1963,12,Will,2024,41.6334,-88.0629,PJM
772,Archer Daniels Midland Co,10861,Archer Daniels Midland Des Moines,Industrial CHP,IA,GEN1,,7.9,7.9,7.9,Conventional Steam Coal,SUB,ST,5,1988, ,Polk,2050,41.624438,-93.58452,MISO
61167,"Genesis Alkali, LLC",57915,Genesis Alkali,Industrial CHP,WY,1,,3.5,3.5,3.5,Conventional Steam Coal,SUB,ST,6,1953, ,Sweetwater,2050,41.621667,-109.8119,PACE
61167,"Genesis Alkali, LLC",57915,Genesis Alkali,Industrial CHP,WY,2,,3.5,3.5,3.5,Conventional Steam Coal,SUB,ST,6,1953, ,Sweetwater,2050,41.621667,-109.8119,PACE
61167,"Genesis Alkali, LLC",57915,Genesis Alkali,Industrial CHP,WY,3,,4,4,4,Conventional Steam Coal,SUB,ST,6,1964, ,Sweetwater,2050,41.621667,-109.8119,PACE
61167,"Genesis Alkali, LLC",57915,Genesis Alkali,Industrial CHP,WY,4,,10,10,10,Conventional Steam Coal,SUB,ST,6,1972, ,Sweetwater,2050,41.621667,-109.8119,PACE
61167,"Genesis Alkali, LLC",57915,Genesis Alkali,Industrial CHP,WY,5,,10,10,10,Conventional Steam Coal,SUB,ST,6,1975, ,Sweetwater,2050,41.621667,-109.8119,PACE
61167,"Genesis Alkali, LLC",57915,Genesis Alkali,Industrial CHP,WY,6,,10,10,10,Conventional Steam Coal,SUB,ST,6,1975, ,Sweetwater,2050,41.621667,-109.8119,PACE
7067,Tata Chemicals Partners,54318,General Chemical,Industrial CHP,WY,TG1,,15,15,15,Conventional Steam Coal,BIT,ST,5,1968, ,Sweetwater,2050,41.5933,-109.7542,PACE
7067,Tata Chemicals Partners,54318,General Chemical,Industrial CHP,WY,TG2,,15,15,15,Conventional Steam Coal,BIT,ST,1,1977, ,Sweetwater,2050,41.5933,-109.7542,PACE
12341,MidAmerican Energy Co,1081,Riverside,Electric Utility,IA,3HS,,5,4,4,Conventional Steam Coal,SUB,ST,5,1949,8,Scott,2013,41.54,-90.4481,MISO
6526,FirstEnergy Generation Corp,2838,FirstEnergy Lake Shore,IPP Non-CHP,OH,18,,256,245,245,Conventional Steam Coal,SUB,ST,6,1962,4,Cuyahoga,2015,41.5356,-81.6419,PJM
9788,John Deere Harvester Works Co,10039,John Deere Harvester Works,Industrial CHP,IL,GEN5,,3,3,3,Conventional Steam Coal,BIT,ST,11,1951,3,Rock Island,2012,41.524315,-90.43659,MISO
9788,John Deere Harvester Works Co,10039,John Deere Harvester Works,Industrial CHP,IL,GEN4,,2.5,2.5,2.5,Conventional Steam Coal,BIT,ST,4,1949,9,Rock Island,2013,41.524315,-90.43659,MISO
9788,John Deere Harvester Works Co,10039,John Deere Harvester Works,Industrial CHP,IL,GEN2,,2,2,2,Conventional Steam Coal,BIT,ST,10,1940,9,Rock Island,2014,41.524315,-90.43659,MISO
9788,John Deere Harvester Works Co,10039,John Deere Harvester Works,Industrial CHP,IL,GEN6,,2.5,2.5,2.5,Conventional Steam Coal,BIT,ST,11,1960,10,Rock Island,2015,41.524315,-90.43659,MISO
9788,John Deere Harvester Works Co,10039,John Deere Harvester Works,Industrial CHP,IL,GEN7,,0.9,0.8,0.8,Conventional Steam Coal,BIT,ST,12,2003,5,Rock Island,2015,41.524315,-90.43659,MISO
14165,NRG Power Midwest LP,2836,Avon Lake,IPP Non-CHP,OH,9,,680,615,627,Conventional Steam Coal,BIT,ST,1,1970, ,Lorain,2050,41.504453,-82.05462,PJM
14165,NRG Power Midwest LP,2836,Avon Lake,IPP Non-CHP,OH,7,,86,70,70,Conventional Steam Coal,BIT,ST,1,1949,5,Lorain,2016,41.504453,-82.05462,PJM
12384,Midwest Generations EME LLC,384,Joliet 29,IPP Non-CHP,IL,7,,660,518,522,Conventional Steam Coal,SUB,ST,4,1965, ,Will,2050,41.494636,-88.12383,PJM
12384,Midwest Generations EME LLC,384,Joliet 29,IPP Non-CHP,IL,8,,660,518,522,Conventional Steam Coal,SUB,ST,3,1966, ,Will,2050,41.494636,-88.12383,PJM
12384,Midwest Generations EME LLC,874,Joliet 9,IPP Non-CHP,IL,6,,360.4,314,314,Conventional Steam Coal,SUB,ST,6,1959, ,Will,2050,41.4931,-88.1153,PJM
3258,Central Iowa Power Cooperative,1218,Fair Station,Electric Utility,IA,1,,25,23,24,Conventional Steam Coal,BIT,ST,1,1960,11,Muscatine,2013,41.4569,-90.8233,MISO
3258,Central Iowa Power Cooperative,1218,Fair Station,Electric Utility,IA,2,,37.5,41,42,Conventional Steam Coal,BIT,ST,4,1967,11,Muscatine,2013,41.4569,-90.8233,MISO
6779,City of Fremont - (NE),2240,Lon Wright,Electric Utility,NE,6,,16.5,15.5,15.5,Conventional Steam Coal,SUB,ST,8,1957, ,Dodge,2050,41.4281,-96.4623,SWPP
6779,City of Fremont - (NE),2240,Lon Wright,Electric Utility,NE,7,,22,21,21,Conventional Steam Coal,SUB,ST,8,1963, ,Dodge,2050,41.4281,-96.4623,SWPP
6779,City of Fremont - (NE),2240,Lon Wright,Electric Utility,NE,8,,91.5,82,82,Conventional Steam Coal,SUB,ST,1,1976, ,Dodge,2050,41.4281,-96.4623,SWPP
772,Archer Daniels Midland Co,57046,Archer Daniels Midland Columbus,Industrial CHP,NE,GEN1,,71.4,61,61,Conventional Steam Coal,SUB,ST,5,2010, ,Platte,2050,41.416442,-97.28633,SWPP
14645,City of Pella - (IA),1175,Pella,Electric Utility,IA,5,,11.5, , ,Conventional Steam Coal,SUB,ST,5,1964,6,Marion,2012,41.3981,-92.9144,MISO
14645,City of Pella - (IA),1175,Pella,Electric Utility,IA,6,,26.5, , ,Conventional Steam Coal,SUB,ST,7,1972,6,Marion,2012,41.3981,-92.9144,MISO
13143,Board of Water Electric & Communications,1167,Muscatine Plant #1,Electric Utility,IA,7,,25,19.9,19.9,Conventional Steam Coal,RC,ST,4,1958, ,Muscatine,2050,41.3917,-91.0569,MISO
13143,Board of Water Electric & Communications,1167,Muscatine Plant #1,Electric Utility,IA,8,,75,25.1,25.1,Conventional Steam Coal,RC,ST,1,1969, ,Muscatine,2050,41.3917,-91.0569,MISO
13143,Board of Water Electric & Communications,1167,Muscatine Plant #1,Electric Utility,IA,9,,175.5,157.1,157.1,Conventional Steam Coal,RC,ST,4,1983, ,Muscatine,2050,41.3917,-91.0569,MISO
13143,Board of Water Electric & Communications,1167,Muscatine Plant #1,Electric Utility,IA,8A,,18,18.8,18.8,Conventional Steam Coal,RC,ST,7,2000, ,Muscatine,2050,41.3917,-91.0569,MISO
14127,Omaha Public Power District,2291,North Omaha,Electric Utility,NE,4,,136,99.1,111.8,Conventional Steam Coal,SUB,ST,3,1963, ,Douglas,2050,41.32909,-95.94466,SWPP
14127,Omaha Public Power District,2291,North Omaha,Electric Utility,NE,5,,217.6,216.7,174.8,Conventional Steam Coal,SUB,ST,5,1968, ,Douglas,2050,41.32909,-95.94466,SWPP
12341,MidAmerican Energy Co,6664,Louisa,Electric Utility,IA,1,,811.9,743.9,743.9,Conventional Steam Coal,RC,ST,10,1983, ,Louisa,2050,41.3181,-91.0931,MISO
5517,Dynegy Midwest Generation Inc,892,Hennepin Power Station,IPP Non-CHP,IL,1,,75,66,68,Conventional Steam Coal,RC,ST,6,1953, ,Putnam,2050,41.3028,-89.315,MISO
5517,Dynegy Midwest Generation Inc,892,Hennepin Power Station,IPP Non-CHP,IL,2,,231.3,218,226,Conventional Steam Coal,RC,ST,5,1959, ,Putnam,2050,41.3028,-89.315,MISO
16814,Scrubgrass Generating Company LP,50974,Scrubgrass Generating Plant,IPP Non-CHP,PA,GEN1,,94.7,86.2,87.7,Conventional Steam Coal,WC,ST,6,1993, ,Venango,2050,41.2691,-79.8134,PJM
42,AES Thames LLC,10675,AES Thames,IPP CHP,CT,GEN1,,213.9,181,181,Conventional Steam Coal,BIT,ST,11,1989,12,New London,2012,41.2607,-72.055,
12792,NRG New York LLC,2629,Lovett,IPP Non-CHP,NY,4,,179.5,172,165.3,Conventional Steam Coal,BIT,ST,4,1966,5,Rockland,2007,41.257778,-73.97972,NYIS
12792,NRG New York LLC,2629,Lovett,IPP Non-CHP,NY,5,,200.6,191,185.5,Conventional Steam Coal,BIT,ST,4,1969,4,Rockland,2008,41.257778,-73.97972,NYIS
13756,Northern Indiana Pub Serv Co,6085,R M Schahfer,Electric Utility,IN,14,,540,431,431,Conventional Steam Coal,SUB,ST,12,1976, ,Jasper,2050,41.2164,-87.0261,MISO
13756,Northern Indiana Pub Serv Co,6085,R M Schahfer,Electric Utility,IN,15,,556.4,472,472,Conventional Steam Coal,SUB,ST,10,1979, ,Jasper,2050,41.2164,-87.0261,MISO
13756,Northern Indiana Pub Serv Co,6085,R M Schahfer,Electric Utility,IN,17,,423.5,361,361,Conventional Steam Coal,BIT,ST,4,1983, ,Jasper,2050,41.2164,-87.0261,MISO
13756,Northern Indiana Pub Serv Co,6085,R M Schahfer,Electric Utility,IN,18,,423.5,361,361,Conventional Steam Coal,BIT,ST,2,1986, ,Jasper,2050,41.2164,-87.0261,MISO
12341,MidAmerican Energy Co,1082,Walter Scott Jr Energy Center,Electric Utility,IA,3,,725.8,703.7,703.7,Conventional Steam Coal,RC,ST,12,1978, ,Pottawattamie,2050,41.18,-95.8408,MISO
12341,MidAmerican Energy Co,1082,Walter Scott Jr Energy Center,Electric Utility,IA,4,,922.5,813.6,818,Conventional Steam Coal,RC,ST,6,2007, ,Pottawattamie,2050,41.18,-95.8408,MISO
12341,MidAmerican Energy Co,1082,Walter Scott Jr Energy Center,Electric Utility,IA,1,,49,37.4,37.4,Conventional Steam Coal,SUB,ST,3,1954,3,Pottawattamie,2015,41.18,-95.8408,MISO
12341,MidAmerican Energy Co,1082,Walter Scott Jr Energy Center,Electric Utility,IA,2,,81.6,80.8,80.8,Conventional Steam Coal,SUB,ST,10,1958,3,Pottawattamie,2015,41.18,-95.8408,MISO
4129,Colmac Clarion Inc,54144,Piney Creek Project,IPP Non-CHP,PA,GEN1,,36.2,32.5,32.5,Conventional Steam Coal,WC,ST,11,1992,1,CLARION,2014,41.1764,-79.4414,PJM
15452,PSEG Power Connecticut LLC,568,Bridgeport Station,IPP Non-CHP,CT,3,,400,383.4,385,Conventional Steam Coal,SUB,ST,8,1968,6,Fairfield,2021,41.1706,-73.1844,ISNE
9358,International Paper Co,54089,International Paper Lock Haven Mill,Industrial Non-CHP,PA,GEN1,,5,4.7,4.7,Conventional Steam Coal,BIT,ST,1,1938,3,Clinton,2002,41.17,-77.35583,
9358,International Paper Co,54089,International Paper Lock Haven Mill,Industrial Non-CHP,PA,GEN3,,5,4.7,4.7,Conventional Steam Coal,BIT,ST,7,1946,3,Clinton,2002,41.17,-77.35583,
9358,International Paper Co,54089,International Paper Lock Haven Mill,Industrial Non-CHP,PA,GEN4,,24.7,23.1,23.2,Conventional Steam Coal,BIT,ST,12,1984,3,Clinton,2002,41.17,-77.35583,
14165,NRG Power Midwest LP,2861,Niles Power Plant,IPP Non-CHP,OH,1,,132.8,108,108,Conventional Steam Coal,BIT,ST,1,1954,10,Trumbull,2012,41.166928,-80.74769,PJM
14165,NRG Power Midwest LP,2861,Niles Power Plant,IPP Non-CHP,OH,2,,132.8,108,108,Conventional Steam Coal,BIT,ST,1,1954,6,Trumbull,2012,41.166928,-80.74769,PJM
9417,Interstate Power and Light Co,6254,Ottumwa,Electric Utility,IA,1,,725.9,718.2,724.3,Conventional Steam Coal,SUB,ST,5,1981, ,Wapello,2050,41.0961,-92.55583,MISO
13337,Nebraska Public Power District,6077,Gerald Gentleman,Electric Utility,NE,1,,681.3,665,665,Conventional Steam Coal,SUB,ST,4,1979, ,Lincoln,2050,41.0808,-101.1408,SWPP
13337,Nebraska Public Power District,6077,Gerald Gentleman,Electric Utility,NE,2,,681.3,700,700,Conventional Steam Coal,SUB,ST,1,1982, ,Lincoln,2050,41.0808,-101.1408,SWPP
15534,TalenEnergy Montour LLC,3149,TalenEnergy Montour,IPP Non-CHP,PA,1,,864.9,752,768.3,Conventional Steam Coal,RC,ST,2,1971, ,Montour,2050,41.0714,-76.6672,PJM
15534,TalenEnergy Montour LLC,3149,TalenEnergy Montour,IPP Non-CHP,PA,11,,17.2,11,11.8,Conventional Steam Coal,RC,ST,4,1973, ,Montour,2050,41.0714,-76.6672,PJM
15534,TalenEnergy Montour LLC,3149,TalenEnergy Montour,IPP Non-CHP,PA,2,,893,752,768.4,Conventional Steam Coal,RC,ST,4,1973, ,Montour,2050,41.0714,-76.6672,PJM
12986,Morton Salt Inc,54335,Morton Salt Rittman,Industrial CHP,OH,GEN1,,1.5,1.5,1.5,Conventional Steam Coal,BIT,ST,10,1978,1,Wayne,2015,40.9692,-81.7756,PJM
2999,Caraustar Industries Inc,54235,Rittman Paperboard,Industrial CHP,OH,GEN1,,3,3,3,Conventional Steam Coal,BIT,ST,1,1928,4,WAYNE,2013,40.9692,-81.7736,PJM
2999,Caraustar Industries Inc,54235,Rittman Paperboard,Industrial CHP,OH,GEN2,,5,5,5,Conventional Steam Coal,BIT,ST,1,1940,4,WAYNE,2013,40.9692,-81.7736,PJM
2999,Caraustar Industries Inc,54235,Rittman Paperboard,Industrial CHP,OH,GEN3,,6,6,6,Conventional Steam Coal,BIT,ST,6,1946,4,WAYNE,2013,40.9692,-81.7736,PJM
23279,Allegheny Energy Supply Co LLC,3178,FirstEnergy Armstrong Power Station,IPP Non-CHP,PA,1,,163.2,172,180,Conventional Steam Coal,BIT,ST,4,1958,9,Armstrong,2012,40.929167,-79.46556,PJM
23279,Allegheny Energy Supply Co LLC,3178,FirstEnergy Armstrong Power Station,IPP Non-CHP,PA,2,,163.2,172,176,Conventional Steam Coal,BIT,ST,6,1959,9,Armstrong,2012,40.929167,-79.46556,PJM
5137,Desert Power LP,55858,Desert Power LP,IPP CHP,UT,GEN7,,43,40,40.4,Conventional Steam Coal,BIT,ST,7,1999,12,Tooele,2007,40.918333,-112.7333,
17235,NRG REMA LLC,3113,Portland (PA),IPP Non-CHP,PA,2,,255,226,226,Conventional Steam Coal,BIT,ST,9,1962,6,Northampton,2013,40.910205,-75.0794,PJM
7392,Goodyear Tire & Rubber Co,10114,Goodyear Power Plant,Industrial CHP,OH,T-4,,12.5,12,12,Conventional Steam Coal,BIT,ST,2,1953,12,Summit,2006,40.903056,-81.30222,
7392,Goodyear Tire & Rubber Co,10114,Goodyear Power Plant,Industrial CHP,OH,T-1,,7.5,5,7,Conventional Steam Coal,BIT,ST,10,1975,12,Summit,2006,40.903056,-81.30222,
7392,Goodyear Tire & Rubber Co,10114,Goodyear Power Plant,Industrial CHP,OH,T-2,,12.5,10,11,Conventional Steam Coal,BIT,ST,4,1977,12,Summit,2006,40.903056,-81.30222,
7392,Goodyear Tire & Rubber Co,10114,Goodyear Power Plant,Industrial CHP,OH,T-3,,7.5,6,6,Conventional Steam Coal,BIT,ST,5,1984,12,Summit,2006,40.903056,-81.30222,
17166,Sierra Pacific Power Co,8224,North Valmy,Electric Utility,NV,1,,277.2,254,254,Conventional Steam Coal,SUB,ST,12,1981,12,Humboldt,2025,40.881317,-117.1516,NEVP
17166,Sierra Pacific Power Co,8224,North Valmy,Electric Utility,NV,2,,289.8,268,268,Conventional Steam Coal,SUB,ST,5,1985,12,Humboldt,2025,40.881317,-117.1516,NEVP
17043,City of Shelby - (OH),2943,Shelby Municipal Light Plant,Electric Utility,OH,3,,5,5,5,Conventional Steam Coal,BIT,ST,4,1948,4,Richland,2012,40.88,-82.6567,PJM
17043,City of Shelby - (OH),2943,Shelby Municipal Light Plant,Electric Utility,OH,4,,7,7,7,Conventional Steam Coal,BIT,ST,6,1954,11,Richland,2013,40.88,-82.6567,PJM
17043,City of Shelby - (OH),2943,Shelby Municipal Light Plant,Electric Utility,OH,1,,12.5,12,12,Conventional Steam Coal,BIT,ST,6,1968,11,Richland,2013,40.88,-82.6567,PJM
17043,City of Shelby - (OH),2943,Shelby Municipal Light Plant,Electric Utility,OH,2,,12.5,12,12,Conventional Steam Coal,BIT,ST,5,1973,11,Richland,2013,40.88,-82.6567,PJM
13833,Northeastern Power Co,50039,Kline Township Cogen Facility,IPP CHP,PA,GEN1,,59,51,51,Conventional Steam Coal,WC,ST,7,1989,11,Schuylkill,2018,40.873399,-75.99349,PJM
772,Archer Daniels Midland Co,10862,Archer Daniels Midland Lincoln,Industrial CHP,NE,GEN1,,7.9,7.9,7.9,Conventional Steam Coal,SUB,ST,7,1988, ,Lancaster,2050,40.866463,-96.61449,SWPP
15143,Platte River Power Authority,6761,Rawhide,Electric Utility,CO,1,,293.6,280,280,Conventional Steam Coal,SUB,ST,4,1984, ,Larimer,2050,40.860905,-105.0212,PSCO
14432,"Panther Creek Power Operating, LLC",50776,Panther Creek Energy Facility,IPP Non-CHP,PA,GEN1,,94,83,83,Conventional Steam Coal,WC,ST,7,1992, ,Carbon,2050,40.8556,-75.8781,PJM
40606,City of Grand Island - (NE),59,Platte,Electric Utility,NE,1,,109.8,100,100,Conventional Steam Coal,SUB,ST,12,1982, ,Hall,2050,40.854765,-98.34822,SWPP
14194,City of Orrville - (OH),2935,Orrville,Electric Utility,OH,7,,5,5,5,Conventional Steam Coal,BIT,ST,1,1949, ,Wayne,2050,40.850964,-81.76576,PJM
14194,City of Orrville - (OH),2935,Orrville,Electric Utility,OH,8,,7.5,7.5,7.5,Conventional Steam Coal,BIT,ST,1,1955, ,Wayne,2050,40.850964,-81.76576,PJM
14194,City of Orrville - (OH),2935,Orrville,Electric Utility,OH,9,,22,20,20,Conventional Steam Coal,BIT,ST,1,1961, ,Wayne,2050,40.850964,-81.76576,PJM
